373	631	256	155	568	137
522	102	464	86	673	76
123	435	502	168	392	187
426	625	194	255	78	312
400	605	635	598	207	584
549	296	508	348	486	326
161	550	115	695	107	137
140	476	292	113	105	363
171	584	566	424	249	470
496	70	144	308	582	519
140	123	260	659	252	631
282	398	425	450	83	363
619	633	402	453	670	91
114	178	501	195	524	249
81	562	257	85	415	126
422	588	159	457	514	648
416	661	570	235	478	621
414	78	189	690	512	254
139	369	397	316	668	538
420	582	346	260	106	185
602	695	101	274	516	690
107	235	592	93	197	454
143	407	560	626	527	222
118	169	321	534	405	461
353	381	174	399	655	349
470	683	300	127	424	175
502	180	450	264	282	394
391	527	209	669	635	122
496	229	460	349	122	183
194	153	231	359	550	371
296	665	187	246	473	434
301	442	237	597	97	390
159	392	463	209	349	255
177	363	284	186	643	339
74	566	375	641	543	450
679	167	283	526	224	197
681	94	295	197	642	498
497	671	420	362	155	415
284	367	405	552	441	487
266	603	391	71	631	134
400	197	635	673	450	123
251	481	157	672	327	643
79	418	353	679	469	682
595	170	228	216	136	215
329	384	416	221	541	368
114	642	272	87	158	178
265	459	642	148	615	117
187	569	478	212	91	88
344	658	284	380	431	664
217	444	71	337	591	322
460	210	124	438	208	290
244	312	664	321	677	560
316	290	394	217	691	599
127	684	115	163	680	192
320	163	334	389	397	475
477	491	678	610	396	499
404	570	576	153	304	562
130	510	171	98	501	540
569	234	673	637	198	208
414	693	210	398	153	127
191	234	693	253	342	265
509	150	632	140	180	178
691	271	542	124	451	210
643	610	188	187	699	668
356	643	571	290	121	676
343	123	557	651	132	132
309	449	184	654	151	596
373	195	404	700	209	527
435	198	106	595	664	656
658	71	474	415	302	329
508	630	217	486	238	450
626	449	174	639	625	105
268	304	621	598	92	418
197	373	474	358	333	509
368	209	158	177	593	251
389	471	87	213	609	234
600	74	553	683	300	265
287	435	442	140	403	472
543	310	379	700	440	543
354	393	536	679	496	127
165	101	273	445	496	242
557	617	238	466	424	690
263	205	188	250	491	694
201	70	213	565	626	119
519	582	424	479	212	442
582	136	289	594	326	300
426	579	246	373	588	351
451	408	189	647	219	432
475	622	228	339	642	463
536	595	419	621	270	151
176	604	353	451	352	686
373	506	336	507	131	382
133	254	382	481	520	576
130	160	78	164	608	410
518	663	229	638	139	118
352	206	561	466	413	353
608	509	261	622	664	638
354	453	634	117	328	433
687	188	114	624	326	477
696	558	340	430	662	390
169	504	436	182	142	396
557	259	237	565	555	532
